pathway,name,entrez,hgnc
hsa03320,PPAR signaling pathway - Homo sapiens (human),948,CD36
hsa03320,PPAR signaling pathway - Homo sapiens (human),376497,SLC27A1
hsa03320,PPAR signaling pathway - Homo sapiens (human),10999,SLC27A4
hsa03320,PPAR signaling pathway - Homo sapiens (human),11001,SLC27A2
hsa03320,PPAR signaling pathway - Homo sapiens (human),10998,SLC27A5
hsa03320,PPAR signaling pathway - Homo sapiens (human),28965,SLC27A6
hsa03320,PPAR signaling pathway - Homo sapiens (human),2168,FABP1
hsa03320,PPAR signaling pathway - Homo sapiens (human),2169,FABP2
hsa03320,PPAR signaling pathway - Homo sapiens (human),2170,FABP3
hsa03320,PPAR signaling pathway - Homo sapiens (human),2167,FABP4
hsa03320,PPAR signaling pathway - Homo sapiens (human),2171,FABP5
hsa03320,PPAR signaling pathway - Homo sapiens (human),2172,FABP6
hsa03320,PPAR signaling pathway - Homo sapiens (human),2173,FABP7
hsa03320,PPAR signaling pathway - Homo sapiens (human),5465,PPARA
hsa03320,PPAR signaling pathway - Homo sapiens (human),6256,RXRA
hsa03320,PPAR signaling pathway - Homo sapiens (human),6257,RXRB
hsa03320,PPAR signaling pathway - Homo sapiens (human),6258,RXRG
hsa03320,PPAR signaling pathway - Homo sapiens (human),5467,PPARD
hsa03320,PPAR signaling pathway - Homo sapiens (human),5468,PPARG
hsa03320,PPAR signaling pathway - Homo sapiens (human),335,APOA1
hsa03320,PPAR signaling pathway - Homo sapiens (human),336,APOA2
hsa03320,PPAR signaling pathway - Homo sapiens (human),345,APOC3
hsa03320,PPAR signaling pathway - Homo sapiens (human),116519,APOA5
hsa03320,PPAR signaling pathway - Homo sapiens (human),5360,PLTP
hsa03320,PPAR signaling pathway - Homo sapiens (human),9415,FADS2
hsa03320,PPAR signaling pathway - Homo sapiens (human),6319,SCD
hsa03320,PPAR signaling pathway - Homo sapiens (human),79966,SCD5
hsa03320,PPAR signaling pathway - Homo sapiens (human),1581,CYP7A1
hsa03320,PPAR signaling pathway - Homo sapiens (human),1582,CYP8B1
hsa03320,PPAR signaling pathway - Homo sapiens (human),10062,NR1H3
hsa03320,PPAR signaling pathway - Homo sapiens (human),1593,CYP27A1
hsa03320,PPAR signaling pathway - Homo sapiens (human),1622,DBI
hsa03320,PPAR signaling pathway - Homo sapiens (human),4023,LPL
hsa03320,PPAR signaling pathway - Homo sapiens (human),23305,ACSL6
hsa03320,PPAR signaling pathway - Homo sapiens (human),2182,ACSL4
hsa03320,PPAR signaling pathway - Homo sapiens (human),2180,ACSL1
hsa03320,PPAR signaling pathway - Homo sapiens (human),51703,ACSL5
hsa03320,PPAR signaling pathway - Homo sapiens (human),2181,ACSL3
hsa03320,PPAR signaling pathway - Homo sapiens (human),23205,ACSBG1
hsa03320,PPAR signaling pathway - Homo sapiens (human),81616,ACSBG2
hsa03320,PPAR signaling pathway - Homo sapiens (human),4973,OLR1
hsa03320,PPAR signaling pathway - Homo sapiens (human),1962,EHHADH
hsa03320,PPAR signaling pathway - Homo sapiens (human),1579,CYP4A11
hsa03320,PPAR signaling pathway - Homo sapiens (human),284541,CYP4A22
hsa03320,PPAR signaling pathway - Homo sapiens (human),30,ACAA1
hsa03320,PPAR signaling pathway - Homo sapiens (human),6342,SCP2
hsa03320,PPAR signaling pathway - Homo sapiens (human),8310,ACOX3
hsa03320,PPAR signaling pathway - Homo sapiens (human),51,ACOX1
hsa03320,PPAR signaling pathway - Homo sapiens (human),8309,ACOX2
hsa03320,PPAR signaling pathway - Homo sapiens (human),1374,CPT1A
hsa03320,PPAR signaling pathway - Homo sapiens (human),1375,CPT1B
hsa03320,PPAR signaling pathway - Homo sapiens (human),126129,CPT1C
hsa03320,PPAR signaling pathway - Homo sapiens (human),1376,CPT2
hsa03320,PPAR signaling pathway - Homo sapiens (human),33,ACADL
hsa03320,PPAR signaling pathway - Homo sapiens (human),34,ACADM
hsa03320,PPAR signaling pathway - Homo sapiens (human),51129,ANGPTL4
hsa03320,PPAR signaling pathway - Homo sapiens (human),10580,SORBS1
hsa03320,PPAR signaling pathway - Homo sapiens (human),5346,PLIN1
hsa03320,PPAR signaling pathway - Homo sapiens (human),123,PLIN2
hsa03320,PPAR signaling pathway - Homo sapiens (human),729359,PLIN4
hsa03320,PPAR signaling pathway - Homo sapiens (human),440503,PLIN5
hsa03320,PPAR signaling pathway - Homo sapiens (human),9370,ADIPOQ
hsa03320,PPAR signaling pathway - Homo sapiens (human),4312,MMP1
hsa03320,PPAR signaling pathway - Homo sapiens (human),7350,UCP1
hsa03320,PPAR signaling pathway - Homo sapiens (human),3611,ILK
hsa03320,PPAR signaling pathway - Homo sapiens (human),5170,PDPK1
hsa03320,PPAR signaling pathway - Homo sapiens (human),7316,UBC
hsa03320,PPAR signaling pathway - Homo sapiens (human),5105,PCK1
hsa03320,PPAR signaling pathway - Homo sapiens (human),5106,PCK2
hsa03320,PPAR signaling pathway - Homo sapiens (human),2712,GK2
hsa03320,PPAR signaling pathway - Homo sapiens (human),2710,GK
hsa03320,PPAR signaling pathway - Homo sapiens (human),364,AQP7
hsa03320,PPAR signaling pathway - Homo sapiens (human),3158,HMGCS2
hsa03320,PPAR signaling pathway - Homo sapiens (human),4199,ME1
hsa03460,Fanconi anemia pathway - Homo sapiens (human),84126,ATRIP
hsa03460,Fanconi anemia pathway - Homo sapiens (human),545,ATR
hsa03460,Fanconi anemia pathway - Homo sapiens (human),57697,FANCM
hsa03460,Fanconi anemia pathway - Homo sapiens (human),91442,FAAP24
hsa03460,Fanconi anemia pathway - Homo sapiens (human),378708,CENPS
hsa03460,Fanconi anemia pathway - Homo sapiens (human),100526739,CENPS-CORT
hsa03460,Fanconi anemia pathway - Homo sapiens (human),201254,CENPX
hsa03460,Fanconi anemia pathway - Homo sapiens (human),9894,TELO2
hsa03460,Fanconi anemia pathway - Homo sapiens (human),3280,HES1
hsa03460,Fanconi anemia pathway - Homo sapiens (human),80233,FAAP100
hsa03460,Fanconi anemia pathway - Homo sapiens (human),2175,FANCA
hsa03460,Fanconi anemia pathway - Homo sapiens (human),2187,FANCB
hsa03460,Fanconi anemia pathway - Homo sapiens (human),2176,FANCC
hsa03460,Fanconi anemia pathway - Homo sapiens (human),2178,FANCE
hsa03460,Fanconi anemia pathway - Homo sapiens (human),2188,FANCF
hsa03460,Fanconi anemia pathway - Homo sapiens (human),2189,FANCG
hsa03460,Fanconi anemia pathway - Homo sapiens (human),55120,FANCL
hsa03460,Fanconi anemia pathway - Homo sapiens (human),57599,WDR48
hsa03460,Fanconi anemia pathway - Homo sapiens (human),7398,USP1
hsa03460,Fanconi anemia pathway - Homo sapiens (human),29089,UBE2T
hsa03460,Fanconi anemia pathway - Homo sapiens (human),55215,FANCI
hsa03460,Fanconi anemia pathway - Homo sapiens (human),2177,FANCD2
hsa03460,Fanconi anemia pathway - Homo sapiens (human),675,BRCA2
hsa03460,Fanconi anemia pathway - Homo sapiens (human),79728,PALB2
hsa03460,Fanconi anemia pathway - Homo sapiens (human),5889,RAD51C
hsa03460,Fanconi anemia pathway - Homo sapiens (human),5888,RAD51
hsa03460,Fanconi anemia pathway - Homo sapiens (human),672,BRCA1
hsa03460,Fanconi anemia pathway - Homo sapiens (human),83990,BRIP1
hsa03460,Fanconi anemia pathway - Homo sapiens (human),22909,FAN1
hsa03460,Fanconi anemia pathway - Homo sapiens (human),4292,MLH1
hsa03460,Fanconi anemia pathway - Homo sapiens (human),5395,PMS2
hsa03460,Fanconi anemia pathway - Homo sapiens (human),51455,REV1
hsa03460,Fanconi anemia pathway - Homo sapiens (human),5980,REV3L
hsa03460,Fanconi anemia pathway - Homo sapiens (human),5429,POLH
hsa03460,Fanconi anemia pathway - Homo sapiens (human),11201,POLI
hsa03460,Fanconi anemia pathway - Homo sapiens (human),51426,POLK
hsa03460,Fanconi anemia pathway - Homo sapiens (human),353497,POLN
hsa03460,Fanconi anemia pathway - Homo sapiens (human),80010,RMI1
hsa03460,Fanconi anemia pathway - Homo sapiens (human),116028,RMI2
hsa03460,Fanconi anemia pathway - Homo sapiens (human),7156,TOP3A
hsa03460,Fanconi anemia pathway - Homo sapiens (human),8940,TOP3B
hsa03460,Fanconi anemia pathway - Homo sapiens (human),641,BLM
hsa03460,Fanconi anemia pathway - Homo sapiens (human),6117,RPA1
hsa03460,Fanconi anemia pathway - Homo sapiens (human),6118,RPA2
hsa03460,Fanconi anemia pathway - Homo sapiens (human),6119,RPA3
hsa03460,Fanconi anemia pathway - Homo sapiens (human),29935,RPA4
hsa03460,Fanconi anemia pathway - Homo sapiens (human),80198,MUS81
hsa03460,Fanconi anemia pathway - Homo sapiens (human),146956,EME1
hsa03460,Fanconi anemia pathway - Homo sapiens (human),197342,EME2
hsa03460,Fanconi anemia pathway - Homo sapiens (human),2072,ERCC4
hsa03460,Fanconi anemia pathway - Homo sapiens (human),2067,ERCC1
hsa03460,Fanconi anemia pathway - Homo sapiens (human),548593,SLX1A
hsa03460,Fanconi anemia pathway - Homo sapiens (human),79008,SLX1B
hsa03460,Fanconi anemia pathway - Homo sapiens (human),84464,SLX4
hsa04010,MAPK signaling pathway - Homo sapiens (human),773,CACNA1A
hsa04010,MAPK signaling pathway - Homo sapiens (human),774,CACNA1B
hsa04010,MAPK signaling pathway - Homo sapiens (human),775,CACNA1C
hsa04010,MAPK signaling pathway - Homo sapiens (human),776,CACNA1D
hsa04010,MAPK signaling pathway - Homo sapiens (human),777,CACNA1E
hsa04010,MAPK signaling pathway - Homo sapiens (human),778,CACNA1F
hsa04010,MAPK signaling pathway - Homo sapiens (human),8913,CACNA1G
hsa04010,MAPK signaling pathway - Homo sapiens (human),8912,CACNA1H
hsa04010,MAPK signaling pathway - Homo sapiens (human),8911,CACNA1I
hsa04010,MAPK signaling pathway - Homo sapiens (human),779,CACNA1S
hsa04010,MAPK signaling pathway - Homo sapiens (human),781,CACNA2D1
hsa04010,MAPK signaling pathway - Homo sapiens (human),9254,CACNA2D2
hsa04010,MAPK signaling pathway - Homo sapiens (human),55799,CACNA2D3
hsa04010,MAPK signaling pathway - Homo sapiens (human),93589,CACNA2D4
hsa04010,MAPK signaling pathway - Homo sapiens (human),782,CACNB1
hsa04010,MAPK signaling pathway - Homo sapiens (human),783,CACNB2
hsa04010,MAPK signaling pathway - Homo sapiens (human),784,CACNB3
hsa04010,MAPK signaling pathway - Homo sapiens (human),785,CACNB4
hsa04010,MAPK signaling pathway - Homo sapiens (human),786,CACNG1
hsa04010,MAPK signaling pathway - Homo sapiens (human),10369,CACNG2
hsa04010,MAPK signaling pathway - Homo sapiens (human),10368,CACNG3
hsa04010,MAPK signaling pathway - Homo sapiens (human),27092,CACNG4
hsa04010,MAPK signaling pathway - Homo sapiens (human),27091,CACNG5
hsa04010,MAPK signaling pathway - Homo sapiens (human),59285,CACNG6
hsa04010,MAPK signaling pathway - Homo sapiens (human),59284,CACNG7
hsa04010,MAPK signaling pathway - Homo sapiens (human),59283,CACNG8
hsa04010,MAPK signaling pathway - Homo sapiens (human),5566,PRKACA
hsa04010,MAPK signaling pathway - Homo sapiens (human),5567,PRKACB
hsa04010,MAPK signaling pathway - Homo sapiens (human),5568,PRKACG
hsa04010,MAPK signaling pathway - Homo sapiens (human),5578,PRKCA
hsa04010,MAPK signaling pathway - Homo sapiens (human),5579,PRKCB
hsa04010,MAPK signaling pathway - Homo sapiens (human),5582,PRKCG
hsa04010,MAPK signaling pathway - Homo sapiens (human),2768,GNA12
hsa04010,MAPK signaling pathway - Homo sapiens (human),55970,GNG12
hsa04010,MAPK signaling pathway - Homo sapiens (human),5530,PPP3CA
hsa04010,MAPK signaling pathway - Homo sapiens (human),5532,PPP3CB
hsa04010,MAPK signaling pathway - Homo sapiens (human),5533,PPP3CC
hsa04010,MAPK signaling pathway - Homo sapiens (human),5534,PPP3R1
hsa04010,MAPK signaling pathway - Homo sapiens (human),5535,PPP3R2
hsa04010,MAPK signaling pathway - Homo sapiens (human),5923,RASGRF1
hsa04010,MAPK signaling pathway - Homo sapiens (human),5924,RASGRF2
hsa04010,MAPK signaling pathway - Homo sapiens (human),10125,RASGRP1
hsa04010,MAPK signaling pathway - Homo sapiens (human),10235,RASGRP2
hsa04010,MAPK signaling pathway - Homo sapiens (human),25780,RASGRP3
hsa04010,MAPK signaling pathway - Homo sapiens (human),115727,RASGRP4
hsa04010,MAPK signaling pathway - Homo sapiens (human),9693,RAPGEF2
hsa04010,MAPK signaling pathway - Homo sapiens (human),4763,NF1
hsa04010,MAPK signaling pathway - Homo sapiens (human),5921,RASA1
hsa04010,MAPK signaling pathway - Homo sapiens (human),5922,RASA2
hsa04010,MAPK signaling pathway - Homo sapiens (human),5906,RAP1A
hsa04010,MAPK signaling pathway - Homo sapiens (human),5908,RAP1B
hsa04010,MAPK signaling pathway - Homo sapiens (human),1950,EGF
hsa04010,MAPK signaling pathway - Homo sapiens (human),7039,TGFA
hsa04010,MAPK signaling pathway - Homo sapiens (human),2069,EREG
hsa04010,MAPK signaling pathway - Homo sapiens (human),374,AREG
hsa04010,MAPK signaling pathway - Homo sapiens (human),2246,FGF1
hsa04010,MAPK signaling pathway - Homo sapiens (human),2247,FGF2
hsa04010,MAPK signaling pathway - Homo sapiens (human),2248,FGF3
hsa04010,MAPK signaling pathway - Homo sapiens (human),2249,FGF4
hsa04010,MAPK signaling pathway - Homo sapiens (human),8822,FGF17
hsa04010,MAPK signaling pathway - Homo sapiens (human),2251,FGF6
hsa04010,MAPK signaling pathway - Homo sapiens (human),2252,FGF7
hsa04010,MAPK signaling pathway - Homo sapiens (human),2253,FGF8
hsa04010,MAPK signaling pathway - Homo sapiens (human),2254,FGF9
hsa04010,MAPK signaling pathway - Homo sapiens (human),2255,FGF10
hsa04010,MAPK signaling pathway - Homo sapiens (human),8823,FGF16
hsa04010,MAPK signaling pathway - Homo sapiens (human),2250,FGF5
hsa04010,MAPK signaling pathway - Homo sapiens (human),8817,FGF18
hsa04010,MAPK signaling pathway - Homo sapiens (human),26281,FGF20
hsa04010,MAPK signaling pathway - Homo sapiens (human),27006,FGF22
hsa04010,MAPK signaling pathway - Homo sapiens (human),9965,FGF19
hsa04010,MAPK signaling pathway - Homo sapiens (human),26291,FGF21
hsa04010,MAPK signaling pathway - Homo sapiens (human),8074,FGF23
hsa04010,MAPK signaling pathway - Homo sapiens (human),4803,NGF
hsa04010,MAPK signaling pathway - Homo sapiens (human),627,BDNF
hsa04010,MAPK signaling pathway - Homo sapiens (human),4908,NTF3
hsa04010,MAPK signaling pathway - Homo sapiens (human),4909,NTF4
hsa04010,MAPK signaling pathway - Homo sapiens (human),3630,INS
hsa04010,MAPK signaling pathway - Homo sapiens (human),3479,IGF1
hsa04010,MAPK signaling pathway - Homo sapiens (human),3481,IGF2
hsa04010,MAPK signaling pathway - Homo sapiens (human),5154,PDGFA
hsa04010,MAPK signaling pathway - Homo sapiens (human),5155,PDGFB
hsa04010,MAPK signaling pathway - Homo sapiens (human),56034,PDGFC
hsa04010,MAPK signaling pathway - Homo sapiens (human),80310,PDGFD
hsa04010,MAPK signaling pathway - Homo sapiens (human),1435,CSF1
hsa04010,MAPK signaling pathway - Homo sapiens (human),4254,KITLG
hsa04010,MAPK signaling pathway - Homo sapiens (human),2323,FLT3LG
hsa04010,MAPK signaling pathway - Homo sapiens (human),7422,VEGFA
hsa04010,MAPK signaling pathway - Homo sapiens (human),7423,VEGFB
hsa04010,MAPK signaling pathway - Homo sapiens (human),5228,PGF
hsa04010,MAPK signaling pathway - Homo sapiens (human),7424,VEGFC
hsa04010,MAPK signaling pathway - Homo sapiens (human),2277,VEGFD
hsa04010,MAPK signaling pathway - Homo sapiens (human),3082,HGF
hsa04010,MAPK signaling pathway - Homo sapiens (human),284,ANGPT1
hsa04010,MAPK signaling pathway - Homo sapiens (human),285,ANGPT2
hsa04010,MAPK signaling pathway - Homo sapiens (human),51378,ANGPT4
hsa04010,MAPK signaling pathway - Homo sapiens (human),1942,EFNA1
hsa04010,MAPK signaling pathway - Homo sapiens (human),1943,EFNA2
hsa04010,MAPK signaling pathway - Homo sapiens (human),1944,EFNA3
hsa04010,MAPK signaling pathway - Homo sapiens (human),1945,EFNA4
hsa04010,MAPK signaling pathway - Homo sapiens (human),1946,EFNA5
hsa04010,MAPK signaling pathway - Homo sapiens (human),1956,EGFR
hsa04010,MAPK signaling pathway - Homo sapiens (human),2064,ERBB2
hsa04010,MAPK signaling pathway - Homo sapiens (human),2065,ERBB3
hsa04010,MAPK signaling pathway - Homo sapiens (human),2066,ERBB4
hsa04010,MAPK signaling pathway - Homo sapiens (human),2260,FGFR1
hsa04010,MAPK signaling pathway - Homo sapiens (human),2263,FGFR2
hsa04010,MAPK signaling pathway - Homo sapiens (human),2261,FGFR3
hsa04010,MAPK signaling pathway - Homo sapiens (human),2264,FGFR4
hsa04010,MAPK signaling pathway - Homo sapiens (human),4804,NGFR
hsa04010,MAPK signaling pathway - Homo sapiens (human),4914,NTRK1
hsa04010,MAPK signaling pathway - Homo sapiens (human),4915,NTRK2
hsa04010,MAPK signaling pathway - Homo sapiens (human),3643,INSR
hsa04010,MAPK signaling pathway - Homo sapiens (human),3480,IGF1R
hsa04010,MAPK signaling pathway - Homo sapiens (human),5156,PDGFRA
hsa04010,MAPK signaling pathway - Homo sapiens (human),5159,PDGFRB
hsa04010,MAPK signaling pathway - Homo sapiens (human),1436,CSF1R
hsa04010,MAPK signaling pathway - Homo sapiens (human),3815,KIT
hsa04010,MAPK signaling pathway - Homo sapiens (human),2322,FLT3
hsa04010,MAPK signaling pathway - Homo sapiens (human),2321,FLT1
hsa04010,MAPK signaling pathway - Homo sapiens (human),2324,FLT4
hsa04010,MAPK signaling pathway - Homo sapiens (human),3791,KDR
hsa04010,MAPK signaling pathway - Homo sapiens (human),4233,MET
hsa04010,MAPK signaling pathway - Homo sapiens (human),7010,TEK
hsa04010,MAPK signaling pathway - Homo sapiens (human),1969,EPHA2
hsa04010,MAPK signaling pathway - Homo sapiens (human),2885,GRB2
hsa04010,MAPK signaling pathway - Homo sapiens (human),6654,SOS1
hsa04010,MAPK signaling pathway - Homo sapiens (human),6655,SOS2
hsa04010,MAPK signaling pathway - Homo sapiens (human),3265,HRAS
hsa04010,MAPK signaling pathway - Homo sapiens (human),3845,KRAS
hsa04010,MAPK signaling pathway - Homo sapiens (human),4893,NRAS
hsa04010,MAPK signaling pathway - Homo sapiens (human),6237,RRAS
hsa04010,MAPK signaling pathway - Homo sapiens (human),22800,RRAS2
hsa04010,MAPK signaling pathway - Homo sapiens (human),22808,MRAS
hsa04010,MAPK signaling pathway - Homo sapiens (human),369,ARAF
hsa04010,MAPK signaling pathway - Homo sapiens (human),673,BRAF
hsa04010,MAPK signaling pathway - Homo sapiens (human),5894,RAF1
hsa04010,MAPK signaling pathway - Homo sapiens (human),5604,MAP2K1
hsa04010,MAPK signaling pathway - Homo sapiens (human),5605,MAP2K2
hsa04010,MAPK signaling pathway - Homo sapiens (human),8649,LAMTOR3
hsa04010,MAPK signaling pathway - Homo sapiens (human),5594,MAPK1
hsa04010,MAPK signaling pathway - Homo sapiens (human),5595,MAPK3
hsa04010,MAPK signaling pathway - Homo sapiens (human),8569,MKNK1
hsa04010,MAPK signaling pathway - Homo sapiens (human),2872,MKNK2
hsa04010,MAPK signaling pathway - Homo sapiens (human),6197,RPS6KA3
hsa04010,MAPK signaling pathway - Homo sapiens (human),6195,RPS6KA1
hsa04010,MAPK signaling pathway - Homo sapiens (human),6196,RPS6KA2
hsa04010,MAPK signaling pathway - Homo sapiens (human),27330,RPS6KA6
hsa04010,MAPK signaling pathway - Homo sapiens (human),468,ATF4
hsa04010,MAPK signaling pathway - Homo sapiens (human),2002,ELK1
hsa04010,MAPK signaling pathway - Homo sapiens (human),2005,ELK4
hsa04010,MAPK signaling pathway - Homo sapiens (human),4609,MYC
hsa04010,MAPK signaling pathway - Homo sapiens (human),6722,SRF
hsa04010,MAPK signaling pathway - Homo sapiens (human),2353,FOS
hsa04010,MAPK signaling pathway - Homo sapiens (human),4137,MAPT
hsa04010,MAPK signaling pathway - Homo sapiens (human),3925,STMN1
hsa04010,MAPK signaling pathway - Homo sapiens (human),123745,PLA2G4E
hsa04010,MAPK signaling pathway - Homo sapiens (human),5321,PLA2G4A
hsa04010,MAPK signaling pathway - Homo sapiens (human),8681,JMJD7-PLA2G4B
hsa04010,MAPK signaling pathway - Homo sapiens (human),100137049,PLA2G4B
hsa04010,MAPK signaling pathway - Homo sapiens (human),8605,PLA2G4C
hsa04010,MAPK signaling pathway - Homo sapiens (human),283748,PLA2G4D
hsa04010,MAPK signaling pathway - Homo sapiens (human),255189,PLA2G4F
hsa04010,MAPK signaling pathway - Homo sapiens (human),7124,TNF
hsa04010,MAPK signaling pathway - Homo sapiens (human),3552,IL1A
hsa04010,MAPK signaling pathway - Homo sapiens (human),3553,IL1B
hsa04010,MAPK signaling pathway - Homo sapiens (human),7040,TGFB1
hsa04010,MAPK signaling pathway - Homo sapiens (human),7042,TGFB2
hsa04010,MAPK signaling pathway - Homo sapiens (human),7043,TGFB3
hsa04010,MAPK signaling pathway - Homo sapiens (human),7132,TNFRSF1A
hsa04010,MAPK signaling pathway - Homo sapiens (human),3554,IL1R1
hsa04010,MAPK signaling pathway - Homo sapiens (human),3556,IL1RAP
hsa04010,MAPK signaling pathway - Homo sapiens (human),7046,TGFBR1
hsa04010,MAPK signaling pathway - Homo sapiens (human),7048,TGFBR2
hsa04010,MAPK signaling pathway - Homo sapiens (human),356,FASLG
hsa04010,MAPK signaling pathway - Homo sapiens (human),355,FAS
hsa04010,MAPK signaling pathway - Homo sapiens (human),929,CD14
hsa04010,MAPK signaling pathway - Homo sapiens (human),5879,RAC1
hsa04010,MAPK signaling pathway - Homo sapiens (human),5880,RAC2
hsa04010,MAPK signaling pathway - Homo sapiens (human),5881,RAC3
hsa04010,MAPK signaling pathway - Homo sapiens (human),998,CDC42
hsa04010,MAPK signaling pathway - Homo sapiens (human),8717,TRADD
hsa04010,MAPK signaling pathway - Homo sapiens (human),836,CASP3
hsa04010,MAPK signaling pathway - Homo sapiens (human),7186,TRAF2
hsa04010,MAPK signaling pathway - Homo sapiens (human),1616,DAXX
hsa04010,MAPK signaling pathway - Homo sapiens (human),4615,MYD88
hsa04010,MAPK signaling pathway - Homo sapiens (human),3654,IRAK1
hsa04010,MAPK signaling pathway - Homo sapiens (human),51135,IRAK4
hsa04010,MAPK signaling pathway - Homo sapiens (human),7189,TRAF6
hsa04010,MAPK signaling pathway - Homo sapiens (human),1647,GADD45A
hsa04010,MAPK signaling pathway - Homo sapiens (human),4616,GADD45B
hsa04010,MAPK signaling pathway - Homo sapiens (human),10912,GADD45G
hsa04010,MAPK signaling pathway - Homo sapiens (human),10454,TAB1
hsa04010,MAPK signaling pathway - Homo sapiens (human),23118,TAB2
hsa04010,MAPK signaling pathway - Homo sapiens (human),51295,ECSIT
hsa04010,MAPK signaling pathway - Homo sapiens (human),8491,MAP4K3
hsa04010,MAPK signaling pathway - Homo sapiens (human),9448,MAP4K4
hsa04010,MAPK signaling pathway - Homo sapiens (human),11184,MAP4K1
hsa04010,MAPK signaling pathway - Homo sapiens (human),5058,PAK1
hsa04010,MAPK signaling pathway - Homo sapiens (human),5062,PAK2
hsa04010,MAPK signaling pathway - Homo sapiens (human),6789,STK4
hsa04010,MAPK signaling pathway - Homo sapiens (human),6788,STK3
hsa04010,MAPK signaling pathway - Homo sapiens (human),5871,MAP4K2
hsa04010,MAPK signaling pathway - Homo sapiens (human),1326,MAP3K8
hsa04010,MAPK signaling pathway - Homo sapiens (human),4214,MAP3K1
hsa04010,MAPK signaling pathway - Homo sapiens (human),4296,MAP3K11
hsa04010,MAPK signaling pathway - Homo sapiens (human),10746,MAP3K2
hsa04010,MAPK signaling pathway - Homo sapiens (human),4215,MAP3K3
hsa04010,MAPK signaling pathway - Homo sapiens (human),9175,MAP3K13
hsa04010,MAPK signaling pathway - Homo sapiens (human),7786,MAP3K12
hsa04010,MAPK signaling pathway - Homo sapiens (human),51776,MAP3K20
hsa04010,MAPK signaling pathway - Homo sapiens (human),9064,MAP3K6
hsa04010,MAPK signaling pathway - Homo sapiens (human),4217,MAP3K5
hsa04010,MAPK signaling pathway - Homo sapiens (human),6885,MAP3K7
hsa04010,MAPK signaling pathway - Homo sapiens (human),4216,MAP3K4
hsa04010,MAPK signaling pathway - Homo sapiens (human),9344,TAOK2
hsa04010,MAPK signaling pathway - Homo sapiens (human),51347,TAOK3
hsa04010,MAPK signaling pathway - Homo sapiens (human),57551,TAOK1
hsa04010,MAPK signaling pathway - Homo sapiens (human),6416,MAP2K4
hsa04010,MAPK signaling pathway - Homo sapiens (human),5609,MAP2K7
hsa04010,MAPK signaling pathway - Homo sapiens (human),5606,MAP2K3
hsa04010,MAPK signaling pathway - Homo sapiens (human),5608,MAP2K6
hsa04010,MAPK signaling pathway - Homo sapiens (human),9479,MAPK8IP1
hsa04010,MAPK signaling pathway - Homo sapiens (human),23542,MAPK8IP2
hsa04010,MAPK signaling pathway - Homo sapiens (human),23162,MAPK8IP3
hsa04010,MAPK signaling pathway - Homo sapiens (human),2316,FLNA
hsa04010,MAPK signaling pathway - Homo sapiens (human),2318,FLNC
hsa04010,MAPK signaling pathway - Homo sapiens (human),2317,FLNB
hsa04010,MAPK signaling pathway - Homo sapiens (human),1398,CRK
hsa04010,MAPK signaling pathway - Homo sapiens (human),1399,CRKL
hsa04010,MAPK signaling pathway - Homo sapiens (human),408,ARRB1
hsa04010,MAPK signaling pathway - Homo sapiens (human),409,ARRB2
hsa04010,MAPK signaling pathway - Homo sapiens (human),5599,MAPK8
hsa04010,MAPK signaling pathway - Homo sapiens (human),5602,MAPK10
hsa04010,MAPK signaling pathway - Homo sapiens (human),5601,MAPK9
hsa04010,MAPK signaling pathway - Homo sapiens (human),5600,MAPK11
hsa04010,MAPK signaling pathway - Homo sapiens (human),6300,MAPK12
hsa04010,MAPK signaling pathway - Homo sapiens (human),5603,MAPK13
hsa04010,MAPK signaling pathway - Homo sapiens (human),1432,MAPK14
hsa04010,MAPK signaling pathway - Homo sapiens (human),8550,MAPKAPK5
hsa04010,MAPK signaling pathway - Homo sapiens (human),9261,MAPKAPK2
hsa04010,MAPK signaling pathway - Homo sapiens (human),7867,MAPKAPK3
hsa04010,MAPK signaling pathway - Homo sapiens (human),9252,RPS6KA5
hsa04010,MAPK signaling pathway - Homo sapiens (human),8986,RPS6KA4
hsa04010,MAPK signaling pathway - Homo sapiens (human),994,CDC25B
hsa04010,MAPK signaling pathway - Homo sapiens (human),4772,NFATC1
hsa04010,MAPK signaling pathway - Homo sapiens (human),4775,NFATC3
hsa04010,MAPK signaling pathway - Homo sapiens (human),3725,JUN
hsa04010,MAPK signaling pathway - Homo sapiens (human),3727,JUND
hsa04010,MAPK signaling pathway - Homo sapiens (human),1386,ATF2
hsa04010,MAPK signaling pathway - Homo sapiens (human),7157,TP53
hsa04010,MAPK signaling pathway - Homo sapiens (human),1649,DDIT3
hsa04010,MAPK signaling pathway - Homo sapiens (human),4149,MAX
hsa04010,MAPK signaling pathway - Homo sapiens (human),4208,MEF2C
hsa04010,MAPK signaling pathway - Homo sapiens (human),3315,HSPB1
hsa04010,MAPK signaling pathway - Homo sapiens (human),207,AKT1
hsa04010,MAPK signaling pathway - Homo sapiens (human),208,AKT2
hsa04010,MAPK signaling pathway - Homo sapiens (human),10000,AKT3
hsa04010,MAPK signaling pathway - Homo sapiens (human),5494,PPM1A
hsa04010,MAPK signaling pathway - Homo sapiens (human),5801,PTPRR
hsa04010,MAPK signaling pathway - Homo sapiens (human),84867,PTPN5
hsa04010,MAPK signaling pathway - Homo sapiens (human),5778,PTPN7
